payers_name,payer_edrpou,amount,recipt_name,recipt_edrpou,trans_date,payment_details
Департамент ЖКГ,03365707,33890.66,"ТОВ ""Будсервіс-НК""",42248200,2021-11-09,"1216030;2240;опл.посл.догл.за об.благ.зел.госп.сквер ім.Чорновола з фонт.та ваз.розт.в м.Мик.за 10.21;Д.№13 в.20.01.21,р.№230,акт№230 в.01.11.2021;ПДВ 5648,44."
Департамент ЖКГ,03365707,11582.82,"ТОВ ""Будсервіс-НК""",42248200,2021-11-09,"1216030;2240;опл.посл.догл.за об.благ.зел.госп.сквер ім.Чорновола з фонт.та ваз.розт.в м.Мик.за 10.21;Д.№13 в.20.01.21,р.№240,акт№240 в.01.11.2021;ПДВ 1930,47."
Департамент ЖКГ,03365707,855,Департамент ЖКГ,03365707,2021-11-09,1216011;2240;відр.на утр.від тех.нагл.за посл.з.пот.рем.панд.в ж/б по вул.6-та Слобід.48 в м.Мик.;зг.звед.кошт.розрах.за 10.2021;Без ПДВ.
Департамент ЖКГ,03365707,28238.4,"ТОВ ""Елестек-ліфт""",43944409,2021-11-09,"1216011;2240;опл.посл.пот.рем.ліф.ж/б по вул.Лазурна,20А (п.1,2) в м.Мик.за 10.21;Д.439 від 04.08.21ду1в28.09.21рах439в03.11.21акт1в03.11.21;ПДВ-4706,40."
Департамент ЖКГ,03365707,419,Департамент ЖКГ,03365707,2021-11-09,"1216011;2240;відр.на утр.від тех.нагл.за посл.з.пот.рем.ліф.ж/б по вул.Озерна,3(п.1,3) в м.Мик.;зг.звед.кошт.розрах.за 10.2021;Без ПДВ."
Департамент ЖКГ,03365707,27561.6,"ТОВ ""Елестек-ліфт""",43944409,2021-11-09,"1216011;2240;опл.посл.пот.рем.ліф.ж/б по вул.Озерна,3(п.1,3) в м.Мик.за 10.21;Д.441 від 04.08.21ду1в28.09.21рах441в03.11.21акт1в03.11.21;ПДВ-4593,60."
Департамент ЖКГ,03365707,432,Департамент ЖКГ,03365707,2021-11-09,"1216011;2240;відр.на утр.від тех.нагл.за посл.з.пот.рем.ліф.ж/б по вул.Лазурна,20А (п.1,2) в м.Мик.;зг.звед.кошт.розрах.за 10.2021;Без ПДВ."
Департамент ЖКГ,03365707,49060,"ТОВ ""ВІКБУД-АЛЬЯНС""",43517032,2021-11-09,"1216011;2240;опл.посл.пот.рем.панд.в ж/б по вул.6-та Слобід.48 у м.Мик.за 10.21.;Д.481 в.25.08.21,рах.11в01.11.21, акт 1 в01.11.21;Без ПДВ"
Департамент ЖКГ,03365707,60,"ООДАТ""РАЙФФАЙЗЕН БАНК""М.ОДЕСА",23876031,2021-11-09,1210160;2250;Перерах.видат.на відрядження за листопад 2021р.;зг.наказу №250в від  26.10.21 та  звіт про викор.кошт. №17 від  04.11.2021.;Без ПДВ.
Департамент ЖКГ,03365707,435878.41,КП ГДМБ,03331466,2021-11-09,"1216020;2240;за посл.з техн.огляду та випробов.мереж зовн.освітлення в м.Мик.;Дог.№360в06.07.21,ду1в18.10.21,рах.№101,акт№101в01.11.21за10.2021р.;ПДВ 72646,40."
Департамент ЖКГ,03365707,112241.93,"ФIЛIЯ АТ""МИКОЛАЇВОБЛЕНЕРГО"" МИК.Р-НУ",25713037,2021-11-09,"1216020;2273;опл.посл.з розпод.ел.енергії за жовтень 2021р.;Дог.№38/783/565 від 28.09.2021,рах.№38/783/10/1,акт№10 від 02.11.2021;ПДВ 18706,99."
Департамент ЖКГ,03365707,1448.62,"ФIЛIЯ АТ""МИКОЛАЇВОБЛЕНЕРГО"" МИК.Р-НУ",25713037,2021-11-09,"1216020;2273;опл.3% річних за жовтень 2021р.;Дог.38/783/565 від 28.09.2021,рах.№38/783/10/10 від 02.11.2021;Без ПДВ."
Департамент ЖКГ,03365707,69043,"ТОВ ""Елестек""",42091304,2021-11-09,1216011;3131; за вик.роб.кап.рем.вузл.та обл.ліф.ж/б по пр.Богоявл.323/3(пас) у м.Мик.за 10.21;Д.345в25.06.21рах345в05.11.21акт1в05.11.21;Без ПДВ.
Департамент ЖКГ,03365707,5524,Департамент ЖКГ,03365707,2021-11-09,"1216011;3131;відрах.на утрим.від.технг.за вик.роб.кап.рем.вузл.та обл.ліф.ж/б по вул.Д.Самойл.5А(п.1,2,3)у м.Мик.;зг.звед.кошт.розрах.за 10.21;Без ПДВ."
Департамент ЖКГ,03365707,60,"МИКОЛАЇВСЬКЕ РУ АТ КБ ""ПРИВАТБАНК""",23618145,2021-11-09,1216090;2250;Перерах.видат.на відрядження за листопад 2021р.;зг.наказу №250в від  26.10.21 та  звіт про викор.кошт. №18 від  04.11.2021.;Без ПДВ.
Департамент ЖКГ,03365707,56183,"ТОВ ""Елестек""",42091304,2021-11-09,1216011;3131; за вик.роб.кап.рем.вузл.та обл.ліф.ж/б по пр.Богоявл.323/3(пас) у м.Мик.за 10.21;Д.345в25.06.21рах345/1в05.11.21акт1/1в05.11.21;Без ПДВ.
